Dealer ID,Dealer Name,Phone,Address,City,State,Custom Address,Dealer Iframe Map,Zip Code,About Dealer,Dealer Image,Lical Image,Radius,Rating,Review Count,Invnetory Link
D-24787076,Park Place Porsche,N/A,6107 Lemmon Avenue,Dallas,TX,"Dallas, TX",N/A,75209,Responsive,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Park-Place-Porsche_Dallas_TX.jpg,13 mi,4.7,15,https://www.cargurus.com/Cars/m-Park-Place-Porsche-sp67049,1,1
D-24787077,Park Place Motorcars Dallas,N/A,6113 Lemmon Avenue,Dallas,TX,"Dallas, TX",N/A,75209,I was contacted in a very timely manner. The man that helped me was kind and responsive. He told me he would need to check availability and get back to me. He reached back out within 15 minutes. Unfortunately the car had sold but he told me he would keep me in mind when similar models become available.,https://static.cargurus.com/images/site/2022/12/20/13/25/park_place_motorcars_dallas-pic-11411526226306454256-200x200.jpeg,public/uploads/dealer\Park-Place-Motorcars-Dallas_Dallas_TX.jpg,13 mi,4.7,25,https://www.cargurus.com/Cars/m-Park-Place-Motorcars-Dallas-sp326049,1,1
D-24787078,Precision Auto Sales,N/A,2960 Interstate 30,Mesquite,TX,"Mesquite, TX",N/A,75150,Bought the car!  Very helpful.,https://static.cargurus.com/images/site/2022/06/10/08/50/precision_auto_sales-pic-7687785578617825282-200x200.jpeg,public/uploads/dealer\Precision-Auto-Sales_Mesquite_TX.jpg,13 mi,4.8,9,https://www.cargurus.com/Cars/m-Precision-Auto-Sales-sp319566,1,1
D-24787079,Netter's Company,N/A,3790 Bryson Lane,Midlothian,TX,"Midlothian, TX",N/A,76065,No reviews available,No image,,13 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Netters-Company-sp338746,1,1
D-24787080,Park Cities Chrysler Dodge Jeep Ram,N/A,2800 W Mockingbird Ln,Dallas,TX,"Dallas, TX",N/A,75235,The way car buying should be!!  Jaylon was my salesman and he was a great guy.  The manager and the finance guy also treated me well.  With respect and with NO PRESSURE whatsoever!!  Looking forward to buying another vehicle.  I’m calling Jaylon first!!,https://static.cargurus.com/images/site/2023/08/28/11/21/park_cities_chrysler_dodge_jeep_ram-pic-2583806554773274906-200x200.jpeg,public/uploads/dealer\Park-Cities-Chrysler-Dodge-Jeep-Ram_Dallas_TX.jpg,13 mi,3.9,15,https://www.cargurus.com/Cars/m-Park-Cities-Chrysler-Dodge-Jeep-Ram-sp327268,1,1
D-24787081,BMW of Dallas/MINI of Dallas,N/A,6200 Lemmon Ave,Dallas,TX,"Dallas, TX",N/A,75209,"I was very happy with the treatment i got and did a deal and left within an hour. 
Very satisfied.",https://static.cargurus.com/images/site/2020/04/09/15/06/bmw_of_dallas_mini_of_dallas-pic-1425617590251446924-200x200.jpeg,public/uploads/dealer\BMW-of-Dallas/MINI-of-Dallas_Dallas_TX.jpg,13 mi,3.8,12,https://www.cargurus.com/Cars/m-BMW-of-Dallas-MINI-of-Dallas-sp62932,1,1
D-24787082,Stevens Motor Company LLC,N/A,"8000 Sovereign Row,  Suite C",Dallas,TX,"Dallas, TX",N/A,75247,Very helpful and responsive very quickly!,https://static.cargurus.com/images/site/2024/01/16/12/42/stevens_motor_company_llc-pic-2206659620881306714-200x200.jpeg,public/uploads/dealer\Stevens-Motor-Company-LLC_Dallas_TX.jpg,13 mi,4.9,8,https://www.cargurus.com/Cars/m-Stevens-Motor-Company-LLC-sp441297,1,1
D-24787083,DFW Unique Auto,N/A,7304 Harry Hines Blvd,Dallas,TX,"Dallas, TX",N/A,75235,Victor and the team were execptional and made purchasing a car very easy! Thank you!,https://static.cargurus.com/images/site/2022/05/04/14/21/dfw_unique_auto-pic-11715489105107769038-200x200.jpeg,public/uploads/dealer\DFW-Unique-Auto_Dallas_TX.jpg,13 mi,3.6,8,https://www.cargurus.com/Cars/m-DFW-Unique-Auto-sp440243,1,1
D-24787084,Town East Ford,N/A,18411 L.B.J. Fwy.,Mesquite,TX,"Mesquite, TX",N/A,75150,They contacted me the same day.,https://static.cargurus.com/images/site/2021/04/23/11/18/town_east_ford-pic-967336663084515491-200x200.jpeg,public/uploads/dealer\Town-East-Ford_Mesquite_TX.jpg,13 mi,3.6,18,https://www.cargurus.com/Cars/m-Town-East-Ford-sp284547,1,1
D-24787085,"Delgado Auto Sales, LLC",N/A,2904 E Main St,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,No reviews available,No image,,13 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Delgado-Auto-Sales-LLC-sp398164,1,1
D-24787086,CARSON CAR ACCESSORIES CORP,N/A,11511 Reeder Rd Suit 100,Dallas,TX,"Dallas, TX",N/A,75229,No reviews available,https://static.cargurus.com/images/site/2023/04/12/15/59/carson_car_accessories_corp-pic-11444615172442642550-200x200.jpeg,public/uploads/dealer\CARSON-CAR-ACCESSORIES-CORP_Dallas_TX.jpg,13 mi,N/A,N/A,https://www.cargurus.com/Cars/m-CARSON-CAR-ACCESSORIES-CORP-sp450716,1,1
D-24787087,Carvila Auto Sales,N/A,9130 Premier Row,Dallas,TX,"Dallas, TX",N/A,75247,"I was interested in a 2016 HYUNDAI VELOSTER that was listed on cargurus and ther website at $5995. I was contacted via text by Witman promptly the next day. He was great at communicating and responded right away to all my questions. So he was great!
However, I was shocked to hear the Out-the-door price was $15104. So my low rating is because of that.",https://static.cargurus.com/images/site/2022/08/03/16/26/carvila_auto_sales-pic-17683876369625734713-200x200.jpeg,public/uploads/dealer\Carvila-Auto-Sales_Dallas_TX.jpg,13 mi,4.3,7,https://www.cargurus.com/Cars/m-Carvila-Auto-Sales-sp447935,1,1
D-24787088,AutoNet,N/A,1365 Regal Row,Dallas,TX,"Dallas, TX",N/A,75247,Responded to my inquiries....was honest .,https://static.cargurus.com/images/site/2018/11/13/11/28/autonet-pic-140352371500727177-200x200.jpeg,public/uploads/dealer\AutoNet_Dallas_TX.jpg,14 mi,4.2,23,https://www.cargurus.com/Cars/m-AutoNet-sp343773,1,1
D-24787089,EAuto Solutions,N/A,"2306 E Main St,  SUITE A",Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,I had a great experience.The minivan I got was as stated on Car Gurus. Evy was wonderful. She did everything I needed so that I could leave in the vehicle I wanted. This was the only car dealership I went to. I was so impressed with everyone. If I ever need another vehicle I will go back. I will recommend E Auto Solutions to all my family and friends.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\EAuto-Solutions_Grand Prairie_TX.jpg,14 mi,5.0,2,https://www.cargurus.com/Cars/m-EAuto-Solutions-sp417224,1,1
D-24787090,DFW Auto Financing,N/A,"10845 Ferguson Rd,  ste A",Dallas,TX,"Dallas, TX",N/A,75228,They answered me quickly,https://static.cargurus.com/images/site/2015/11/02/19/02/dfw_auto_financing-pic-1767770322626210441-200x200.jpeg,public/uploads/dealer\DFW-Auto-Financing_Dallas_TX.jpg,14 mi,5.0,7,https://www.cargurus.com/Cars/m-DFW-Auto-Financing-sp352471,1,1
D-24787091,Planet Lincoln Love Field,N/A,7767 Lemmon Ave,Dallas,TX,"Dallas, TX",N/A,75209,I highly recommend a dealership. They got back to me very promptly and gave me the best service I have received at any dealership in a long time. I highly recommend working with them to buy your next car.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Planet-Lincoln-Love-Field_Dallas_TX.jpg,14 mi,4.0,3,https://www.cargurus.com/Cars/m-Planet-Lincoln-Love-Field-sp438191,1,1
D-24787092,Auto Express,N/A,11440 Garland Rd,Dallas,TX,"Dallas, TX",N/A,75218,"Quick to respond, definitely assumed too quickly, but wasn't pushy",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Auto-Express_Dallas_TX.jpg,14 mi,4.2,66,https://www.cargurus.com/Cars/m-Auto-Express-sp338645,1,1
D-24787093,Trophy Nissan,N/A,5050 North Galloway Avenue,Mesquite,TX,"Mesquite, TX",N/A,75150,Fast approval but my delivery is being delayed for some minors repairs and still waiting patiently.,https://static.cargurus.com/images/site/2020/08/18/11/20/trophy_nissan-pic-7385154479093556074-200x200.jpeg,public/uploads/dealer\Trophy-Nissan_Mesquite_TX.jpg,14 mi,3.9,18,https://www.cargurus.com/Cars/m-Trophy-Nissan-sp232814,1,1
D-24787094,AMERICAN ENTERPRISE AUTO SALES LLC,N/A,114 SE 19th St,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,No reviews available,No image,,14 mi,N/A,N/A,https://www.cargurus.com/Cars/m-AMERICAN-ENTERPRISE-AUTO-SALES-LLC-sp453283,1,1
D-24787095,Clay Cooley Hyundai Mesquite,N/A,16230 Lyndon B Johnson Fwy,Mesquite,TX,"Mesquite, TX",N/A,75150,Yes I was contacted quickly very helpful and assisted me with the purchase of my vehicle.  My sales person gave me details of the vehicle.  I’m happy with the vehicle.  I give him a 10,https://static.cargurus.com/images/site/2021/01/05/12/11/clay_cooley_hyundai_mesquite-pic-16595341993185048371-200x200.jpeg,public/uploads/dealer\Clay-Cooley-Hyundai-Mesquite_Mesquite_TX.jpg,14 mi,2.9,7,https://www.cargurus.com/Cars/m-Clay-Cooley-Hyundai-Mesquite-sp66083,1,1
D-24787096,Genesis of Mesquite,N/A,16160 Lyndon B Johnson Freeway,Mesquite,TX,"Mesquite, TX",N/A,75150,"I spoke with the dealer about the car to confirm availability and then went to the dealership to purchase the car.  To my surprise the 
dealership (allegedly) requires a $995 ""theft recovery"" GPS tracking device to be installed at the customer's expense.  None of this was 
mentioned before I made the hour drive.  I ended up buying the car anyway despite being very displeased with the deception.  
After I purchased the car they told me they would take it for a wash and fill the gas tank, I waited for 2.5 hours, asking every 30 minutes what 
was going on before finally getting out of there.  A few miles down the road I realized the car had neither been washed or filled with gas.",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Genesis-of-Mesquite_Mesquite_TX.jpg,14 mi,3.0,2,https://www.cargurus.com/Cars/m-Genesis-of-Mesquite-sp452136,1,1
D-24787097,DFW Motorcars,N/A,1640 E Main St,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,Great communication. Received more pictures and videos and the truck looked as it was described when we arrived. We got slightly better deal with our credit union for financing than what was offered but other than that all went well,https://static.cargurus.com/images/site/2018/01/12/15/53/dfw_motorcars-pic-7737647599516494342-200x200.jpeg,public/uploads/dealer\DFW-Motorcars_Grand Prairie_TX.jpg,14 mi,5.0,3,https://www.cargurus.com/Cars/m-DFW-Motorcars-sp342140,1,1
D-24787098,Metro Mazda of Mesquite,N/A,15900 Lyndon B Johnson Fwy,Mesquite,TX,"Mesquite, TX",N/A,75150,"I was quickly contacted. However, I was contacted by several people, salespeople, managers, sales 
managers, etc. It was a bit overwhelming.",https://static.cargurus.com/images/site/2020/04/22/17/18/metro_mazda_of_mesquite-pic-3429932548799070905-200x200.jpeg,public/uploads/dealer\Metro-Mazda-of-Mesquite_Mesquite_TX.jpg,14 mi,4.3,3,https://www.cargurus.com/Cars/m-Metro-Mazda-of-Mesquite-sp232803,1,1
D-24787099,Big Country Auto of Dallas,N/A,5960 Berkshire Lane,Dallas,TX,"Dallas, TX",N/A,75225,No reviews available,No image,,14 mi,4.5,2,https://www.cargurus.com/Cars/m-Big-Country-Auto-of-Dallas-sp443198,1,1
D-24787100,Top Motors LLC,N/A,2229 Santa Anna Ave,Dallas,TX,"Dallas, TX",N/A,75228,"We had a great phone call between myself and the dealer, i was trying to buy the car Outright.",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Top-Motors-LLC_Dallas_TX.jpg,14 mi,4.1,7,https://www.cargurus.com/Cars/m-Top-Motors-LLC-sp409975,1,1
D-24787101,Graff Chevrolet Company,N/A,1405 E Main St,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,Very good communication and negotiated a good price and this is the car I bought,https://static.cargurus.com/images/site/2019/05/28/11/26/graff_chevrolet_company-pic-672122381033928213-200x200.jpeg,public/uploads/dealer\Graff-Chevrolet-Company_Grand Prairie_TX.jpg,15 mi,4.5,4,https://www.cargurus.com/Cars/m-Graff-Chevrolet-Company-sp53459,1,1
D-24787102,Century Trucks & Vans,N/A,1300 E Main St,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,Kevin is outstanding and has been working with me on making a deal with the ford connect,https://static.cargurus.com/images/site/2018/06/20/16/57/century_trucks___vans-pic-2190113816236703854-1600x1200.jpeg,public/uploads/dealer\Century-Trucks-&-Vans_Grand Prairie_TX.jpg,15 mi,4.7,10,https://www.cargurus.com/Cars/m-Century-Trucks-Vans-sp385778,1,1
D-24787103,Waxahachie Dodge Chrysler Jeep,N/A,2405 N Interstate 35 E,Waxahachie,TX,"Waxahachie, TX",N/A,75167,"Not a good professional experience,,they  priced me the truck I was interested in, the next day the sales manager said there was a $7,000.dollar addendum added to the selling price that I was given,, he said it is for dealer add on's,, and he said the $7,000 dollars for their in house add on's  cannot be removed,, even though I said I do not want those add on items ,, so no deal here for me,I went to another dealer for my new Ram 2500 Diesel.",https://static.cargurus.com/images/site/2017/11/08/21/18/waxahachie_dodge_chrysler_jeep-pic-4925823444087178836-200x200.jpeg,public/uploads/dealer\Waxahachie-Dodge-Chrysler-Jeep_Waxahachie_TX.jpg,15 mi,2.3,3,https://www.cargurus.com/Cars/m-Waxahachie-Dodge-Chrysler-Jeep-sp326805,1,1
D-24787104,HCC Specialty Cars,N/A,4715 Iberia Ave,Dallas,TX,"Dallas, TX",N/A,75207,Very knowledgeable and polite.  Listened to my information requests and answered appropriately.  I'd love to do business with these guys if we can work out a favorable deal.  A competent organization!,https://static.cargurus.com/images/site/2023/06/21/10/30/hcc_specialty_cars-pic-3242405941113471446-200x200.jpeg,public/uploads/dealer\HCC-Specialty-Cars_Dallas_TX.jpg,15 mi,4.7,3,https://www.cargurus.com/Cars/m-HCC-Specialty-Cars-sp446733,1,1
D-24787105,"European Automotive Center, LLC",N/A,11626 East Northwest Highway,Dallas,TX,"Dallas, TX",N/A,75218,"Dealer responded to email and called promptly, I test drove vehicle but wasn’t able to finance
Great customer service and support",https://static.cargurus.com/images/site/2024/04/01/17/09/european_automotive_center__llc-pic-10423629498327017268-200x200.jpeg,"public/uploads/dealer\European-Automotive-Center,-LLC_Dallas_TX.jpg",15 mi,4.6,18,https://www.cargurus.com/Cars/m-European-Automotive-Center-LLC-sp431474,1,1
D-24787106,Happy Car Credit,N/A,"12113 Garland Rd,  Ste A",Dallas,TX,"Dallas, TX",N/A,75218,Quik response,https://static.cargurus.com/images/site/2024/01/05/19/02/happy_car_credit_-pic-7240219054327499750-200x200.jpeg,public/uploads/dealer\Happy-Car-Credit_Dallas_TX.jpg,15 mi,3.8,18,https://www.cargurus.com/Cars/m-Happy-Car-Credit-sp453468,1,1
D-24787107,Southwest Kia Mesquite,N/A,1919 Oates Dr,Mesquite,TX,"Mesquite, TX",N/A,75150,"Drove out to this location with an appointment and when I got there the salesman I had 
been speaking to was with another customer and went out on a test drive while I sat 
around. I was not offered another salesperson to work with and waited a good 30 
minutes and left.",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Southwest-Kia-Mesquite_Mesquite_TX.jpg,15 mi,3.0,2,https://www.cargurus.com/Cars/m-Southwest-Kia-Mesquite-sp301837,1,1
D-24787108,Drive Casa,N/A,11844 E Northwest Hwy,Dallas,TX,"Dallas, TX",N/A,75218,No reviews available,No image,,15 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Drive-Casa-sp402351,1,1
D-24787109,CarMax Texas Stadium (Irving),N/A,3100 Spur 482,Irving,TX,"Irving, TX",N/A,75062,Prompt reply to my inquiry and professionally done from first call to last.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\CarMax-Texas-Stadium-(Irving)_Irving_TX.jpg,15 mi,4.6,5,https://www.cargurus.com/Cars/m-CarMax-Texas-Stadium-Irving-sp290800,1,1
D-24787110,East Dallas Diesel,N/A,"12150 Shiloh Rd,  Suite 112",Dallas,TX,"Dallas, TX",N/A,75228,Excellent car buying experience - my questions were answered quickly and thoroughly and were supplemented with pictures regarding specific issues like tire condition,https://static.cargurus.com/images/site/2021/04/02/16/04/east_dallas_diesel-pic-190277168921139502-200x200.jpeg,public/uploads/dealer\East-Dallas-Diesel_Dallas_TX.jpg,15 mi,4.5,10,https://www.cargurus.com/Cars/m-East-Dallas-Diesel-sp376363,1,1
D-24787111,Auto Casa,N/A,12205 E Northwest Hwy,Dallas,TX,"Dallas, TX",N/A,75228,Helpful,https://static.cargurus.com/images/site/2018/07/03/15/42/auto_casa-pic-1199305205607336991-200x200.jpeg,public/uploads/dealer\Auto-Casa_Dallas_TX.jpg,15 mi,4.8,5,https://www.cargurus.com/Cars/m-Auto-Casa-sp382040,1,1
D-24787112,Texas United Auto,N/A,2413 Community Dr,Dallas,TX,"Dallas, TX",N/A,75220,"The listing was incorrect, shows it to be a crewcab 5.7L 
hemi, actually a quadcab 3.6L V-6. They were polite and 
realized the post was incorrect.
Listing still has not been corrected",https://static.cargurus.com/images/site/2020/01/06/12/42/texas_united_auto-pic-167377978991175377-200x200.jpeg,public/uploads/dealer\Texas-United-Auto_Dallas_TX.jpg,15 mi,4.0,4,https://www.cargurus.com/Cars/m-Texas-United-Auto-sp398086,1,1
D-24787113,Rusty Wallis Honda,N/A,12277 Shiloh Rd,Dallas,TX,"Dallas, TX",N/A,75228,No reviews available,No image,,15 mi,3.7,3,https://www.cargurus.com/Cars/m-Rusty-Wallis-Honda-sp59371,1,1
D-24787114,CarMax Garland,N/A,12715 Lyndon B Johnson Fwy,Garland,TX,"Garland, TX",N/A,75041,Contacted same day. Very cooperative. Price dropped  before vehicle was shipped. Online sales was on point. Rate a 10 of 10,https://static.cargurus.com/images/site/2016/09/02/14/19/carmax_garland-pic-2610273629443641859-1600x1200.png,public/uploads/dealer\CarMax-Garland_Garland_TX.jpg,15 mi,4.7,6,https://www.cargurus.com/Cars/m-CarMax-Garland-sp290799,1,1
D-24787115,Norm Reeves Mazda,N/A,1840 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75062,"Great experience! Honest people, and very personable!",https://static.cargurus.com/images/site/2024/10/24/15/27/norm_reeves_mazda-pic-118256406590906375-200x200.jpeg,public/uploads/dealer\Norm-Reeves-Mazda_Irving_TX.jpg,15 mi,5.0,1,https://www.cargurus.com/Cars/m-Norm-Reeves-Mazda-sp456919,1,1
D-24787116,Gateway GMC,N/A,11438 Lyndon B Johnson Freeway,Dallas,TX,"Dallas, TX",N/A,75238,"They were nice, but could not agree on price, and I had to go somewhere else",https://static.cargurus.com/images/site/2018/07/25/16/03/gateway_buick_gmc-pic-6977921748350274703-200x200.jpeg,public/uploads/dealer\Gateway-GMC_Dallas_TX.jpg,15 mi,4.7,3,https://www.cargurus.com/Cars/m-Gateway-GMC-sp52766,1,1
D-24787117,Rusty Wallis Volkswagen,N/A,12635 LBJ Freeway,Garland,TX,"Garland, TX",N/A,75041,Very good experience. They were willing to work with me and the sales person wasn’t pushing me to buy. Answered all my questions,https://static5.cargurus.com/images/site/2017/03/22/18/09/rusty_wallis_volkswagen-pic-3856603088696597735-1600x1200.png,public/uploads/dealer\Rusty-Wallis-Volkswagen_Garland_TX.jpg,15 mi,4.8,4,https://www.cargurus.com/Cars/m-Rusty-Wallis-Volkswagen-sp301787,1,1
D-24787118,Dallas Dodge Chrysler Jeep Ram,N/A,11550 Lyndon B Johnson Fwy,Dallas,TX,"Dallas, TX",N/A,75238,Very helpful at finding a car to fit my budget.,https://static.cargurus.com/images/site/2020/01/10/14/55/dallas_dodge_chrysler_jeep_ram-pic-6850536640470618482-200x200.jpeg,public/uploads/dealer\Dallas-Dodge-Chrysler-Jeep-Ram_Dallas_TX.jpg,15 mi,4.3,6,https://www.cargurus.com/Cars/m-Dallas-Dodge-Chrysler-Jeep-Ram-sp232764,1,1
D-24787119,Genesis of Irving,N/A,1800 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75062,No reviews available,https://static.cargurus.com/images/site/2024/10/23/14/29/genesis_of_irving-pic-17043641102989299530-200x200.jpeg,public/uploads/dealer\Genesis-of-Irving_Irving_TX.jpg,15 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Genesis-of-Irving-sp456894,1,1
D-24787120,Norm Reeves Hyundai Irving,N/A,1800 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75062,Dealer responded promptly and answered all my questions.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Norm-Reeves-Hyundai-Irving_Irving_TX.jpg,15 mi,4.9,8,https://www.cargurus.com/Cars/m-Norm-Reeves-Hyundai-Irving-sp64546,1,1
D-24787121,Avis Car Sales - Irving,N/A,1600 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75061,Loved this dealership. Will be back on Friday to possibly buy the vehicle.,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Avis-Car-Sales---Irving_Irving_TX.jpg,15 mi,4.3,22,https://www.cargurus.com/Cars/m-Avis-Car-Sales--Irving-sp440871,1,1
D-24787122,Jupiter Chevrolet,N/A,11611 Lyndon B Johnson Fwy,Garland,TX,"Garland, TX",N/A,75041,Great customer service,https://static.cargurus.com/images/site/2018/01/26/16/22/jupiter_chevrolet-pic-3867361574280192273-200x200.jpeg,public/uploads/dealer\Jupiter-Chevrolet_Garland_TX.jpg,15 mi,3.9,7,https://www.cargurus.com/Cars/m-Jupiter-Chevrolet-sp53458,1,1
D-24787123,Lone Star Cadillac,N/A,11675 Lyndon B Johnson Fwy,Garland,TX,"Garland, TX",N/A,75041,"Solomon was great, easy going. We ended up not purchasing but the experience was very positive.",https://static.cargurus.com/images/site/2021/12/06/12/53/lone_star_cadillac-pic-5781016737263820249-1600x1200.png,public/uploads/dealer\Lone-Star-Cadillac_Garland_TX.jpg,15 mi,4.6,9,https://www.cargurus.com/Cars/m-Lone-Star-Cadillac-sp53505,1,1
D-24787124,ESB Motors LLC,N/A,"2415 W Northwest Hwy,  Ste 105",Dallas,TX,"Dallas, TX",N/A,75220,very responsive,https://static.cargurus.com/images/site/2021/04/16/15/26/esb_motors_llc-pic-16402460518106952746-200x200.jpeg,public/uploads/dealer\ESB-Motors-LLC_Dallas_TX.jpg,15 mi,5.0,1,https://www.cargurus.com/Cars/m-ESB-Motors-LLC-sp442047,1,1
D-24787125,Yarubb Enterprise LLC,N/A,10878 Plano Rd. #D,Dallas,TX,"Dallas, TX",N/A,75238,Great information,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,public/uploads/dealer\Yarubb-Enterprise-LLC_Dallas_TX.jpg,16 mi,5.0,1,https://www.cargurus.com/Cars/m-Yarubb-Enterprise-LLC-sp333576,1,1
D-24787126,Grand Prairie Ford,N/A,701 E. Palace Parkway,Grand Prairie,TX,"Grand Prairie, TX",N/A,75050,"Grand Prairie Ford stalked me repeatedly after I told them numerous times I would not come to their dealership. I could not afford the car I inquired about. They would not leave me alone. I'm 74, and their tactics worried me.",https://static.cargurus.com/images/site/2019/04/23/10/37/grand_prairie_ford-pic-7537747607411672692-200x200.jpeg,public/uploads/dealer\Grand-Prairie-Ford_Grand Prairie_TX.jpg,16 mi,3.3,26,https://www.cargurus.com/Cars/m-Grand-Prairie-Ford-sp57911,1,1
D-24787127,Lightning Motorsports,N/A,1100 W. Pioneer Pkwy,Grand Prairie,TX,"Grand Prairie, TX",N/A,75051,"Very fast and professional. Bought a beautiful car from them for Penny's on the dollar. ""Only cause I caught it at the right time"" when I got there they didn't have some drawn out sales pich and they didn't jam sales down my throat. They pulled the car up and sent my wife and I by ourselves for a test drive. So far I haven't had any check engines light come on or anything and I've already driven the car over 1000 miles.",https://static.cargurus.com/images/site/2017/07/18/09/39/lightning_motorsports-pic-5674129018048519292-200x200.jpeg,public/uploads/dealer\Lightning-Motorsports_Grand Prairie_TX.jpg,16 mi,4.3,7,https://www.cargurus.com/Cars/m-Lightning-Motorsports-sp284515,1,1
D-24787128,Wing Power Systems,N/A,2626 Willowbrook Rd,Dallas,TX,"Dallas, TX",N/A,75220,No reviews available,No image,,16 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Wing-Power-Systems-sp457190,1,1
D-24787129,Randall Reed's Planet Ford 635,N/A,3601 S Shiloh Rd,Garland,TX,"Garland, TX",N/A,75041,Balwin helped me out with this purchase. If youre in Texas go see Baldwin at this Ford dealer. Thank you for your patience and help sir. I love the car! Thanks again,https://static.cargurus.com/images/site/2024/08/23/10/55/randall_reed_s_planet_ford_635-pic-7510093055274177316-200x200.jpeg,public/uploads/dealer\Randall-Reed's-Planet-Ford-635_Garland_TX.jpg,16 mi,5.0,2,https://www.cargurus.com/Cars/m-Randall-Reeds-Planet-Ford-635-sp232746,1,1
D-24787130,Clay Cooley Chrysler Dodge Jeep,N/A,1261 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75062,Very professional and polite.,https://static.cargurus.com/images/site/2018/10/12/14/05/clay_cooley_chrysler_dodge_jeep-pic-888582712241991402-200x200.jpeg,public/uploads/dealer\Clay-Cooley-Chrysler-Dodge-Jeep_Irving_TX.jpg,16 mi,3.6,14,https://www.cargurus.com/Cars/m-Clay-Cooley-Chrysler-Dodge-Jeep-sp338367,1,1
D-24787131,Dallas Auto Drive,N/A,10310 Harry Hines Blvd,Dallas,TX,"Dallas, TX",N/A,75220,No reviews available,No image,,16 mi,5.0,5,https://www.cargurus.com/Cars/m-Dallas-Auto-Drive-sp341038,1,1
D-24787132,Weavercres Auto LLC,N/A,10310 Harry Hines Blvd,Dallas,TX,"Dallas, TX",N/A,75220,No reviews available,No image,,16 mi,5.0,1,https://www.cargurus.com/Cars/m-Weavercres-Auto-LLC-sp389368,1,1
D-24787133,Clay Cooley Chevrolet,N/A,1251 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75062,"I'm like 90% certain the 4-5 star reviews were employees, employee families, or just bots. The Employees were nice and attentive. They allow the 
relaxation of test driving on your own. This is a true change of pace, compared to having a dealer breath down your neck, or being parasitic. However, 
this is where the good experience ends. Upon moving forward you will learn that they do not move on asking price because the price you see online is 
their best and final. On top of that they add on MADITORY $3K worth of ""used car protection"" and new $700 mats?! You will think, ""well surely I can have 
them remove these items"" Fight tooth and nail and you only get HALF OFF for that s#*t. Their own websites says and I quote Mr. CLAY himself! ""We 
never charge our customers for Dealer Adds, Market Adjustments, or hidden fees. The price that you see online is the price that you pay for your new or 
used vehicle."" Well that was a lie! So much for the ""Family Guarantee""!",https://static.cargurus.com/images/site/2024/03/28/12/04/clay_cooley_chevrolet-pic-11040720588151068058-200x200.jpeg,public/uploads/dealer\Clay-Cooley-Chevrolet_Irving_TX.jpg,16 mi,3.4,10,https://www.cargurus.com/Cars/m-Clay-Cooley-Chevrolet-sp338369,1,1
D-24787134,American Automotive,N/A,484 West Interstate 30,Garland,TX,"Garland, TX",N/A,75043,No reviews available,No image,,16 mi,1.0,1,https://www.cargurus.com/Cars/m-American-Automotive-sp439295,1,1
D-24787135,Clay Cooley Kia,N/A,1247 E Airport Fwy,Irving,TX,"Irving, TX",N/A,75062,"Advertised one price then give you a higher price 
when you contact them. Advertised price was 
44997 and when they responded my email he came 
up with 49000.",https://static.cargurus.com/images/site/2019/07/10/14/35/clay_cooley_kia-pic-8892399863301749118-200x200.jpeg,public/uploads/dealer\Clay-Cooley-Kia_Irving_TX.jpg,16 mi,3.3,3,https://www.cargurus.com/Cars/m-Clay-Cooley-Kia-sp379786,1,1
